Date,Open,High,Low,Close,Adj Close,Volume
2017-04-28,18.100000,21.000000,17.900000,19.600000,19.600000,89520
2017-05-02,20.200001,20.600000,19.600000,20.400000,20.400000,32520
2017-05-03,20.299999,20.299999,18.799999,19.600000,19.600000,30150
2017-05-04,19.799999,20.900000,19.100000,20.100000,20.100000,60840
2017-05-05,20.600000,20.799999,20.000000,20.000000,20.000000,23530
2017-05-08,20.700001,20.700001,19.799999,20.000000,20.000000,14790
2017-05-09,20.000000,20.000000,19.500000,19.600000,19.600000,18470
2017-05-10,19.799999,20.000000,19.500000,19.500000,19.500000,15340
2017-05-11,19.500000,19.900000,19.100000,19.700001,19.700001,10060
2017-05-12,19.799999,22.299999,19.500000,20.900000,20.900000,104390
2017-05-15,23.200001,23.500000,21.600000,21.799999,21.799999,130980
2017-05-16,21.500000,21.500000,20.600000,21.000000,21.000000,37800
2017-05-17,20.900000,20.900000,20.000000,20.000000,20.000000,34630
2017-05-18,17.500000,19.000000,16.000000,18.299999,18.299999,63770
2017-05-19,19.200001,20.799999,19.200001,19.500000,19.500000,28460
2017-05-22,19.200001,19.600000,18.600000,18.799999,18.799999,18610
2017-05-23,19.400000,19.500000,18.700001,18.900000,18.900000,23540
2017-05-24,19.000000,19.000000,18.299999,19.000000,19.000000,19560
2017-05-25,18.799999,19.500000,18.600000,18.700001,18.700001,21150
2017-05-26,19.100000,19.600000,18.500000,19.600000,19.600000,62060
2017-05-29,19.600000,19.600000,19.600000,19.600000,19.600000,0
2017-05-30,20.600000,20.600000,19.299999,19.600000,19.600000,25970
2017-05-31,20.000000,20.600000,19.700001,19.799999,19.799999,32810
2017-06-01,19.799999,20.000000,19.500000,19.600000,19.600000,16330
2017-06-02,20.100000,22.000000,20.000000,21.200001,21.200001,70280
2017-06-05,21.200001,21.600000,20.500000,21.100000,21.100000,23760
2017-06-06,21.299999,21.299999,20.299999,21.100000,21.100000,15370
2017-06-07,21.100000,21.400000,20.000000,21.200001,21.200001,20790
