Date,Open,High,Low,Close,Adj Close,Volume
2000-02-04,1.750000,1.750000,1.750000,1.750000,1.733745,0
2000-02-07,1.750000,1.750000,1.750000,1.750000,1.733745,0
2000-02-08,1.800000,1.800000,1.800000,1.800000,1.783281,6000
2000-02-09,1.800000,1.800000,1.800000,1.800000,1.783281,0
2000-02-10,1.820000,1.820000,1.820000,1.820000,1.803095,1000
2000-02-11,1.820000,1.820000,1.820000,1.820000,1.803095,0
2000-02-14,1.820000,1.820000,1.820000,1.820000,1.803095,0
2000-02-15,1.820000,1.820000,1.820000,1.820000,1.803095,0
2000-02-16,1.820000,1.820000,1.820000,1.820000,1.803095,0
2000-02-17,1.880000,1.880000,1.880000,1.880000,1.862538,2000
2000-02-18,1.880000,1.880000,1.880000,1.880000,1.862538,0
2000-02-21,1.880000,1.880000,1.880000,1.880000,1.862538,1000
2000-02-22,1.870000,1.870000,1.870000,1.870000,1.852631,2000
2000-02-23,1.870000,1.870000,1.870000,1.870000,1.852631,0
2000-02-24,1.820000,1.900000,1.820000,1.900000,1.882352,4000
2000-02-25,1.900000,1.900000,1.900000,1.900000,1.882352,0
2000-02-28,1.900000,1.900000,1.900000,1.900000,1.882352,1000
2000-02-29,1.900000,1.900000,1.900000,1.900000,1.882352,0
2000-03-01,1.910000,1.910000,1.910000,1.910000,1.892259,2000
2000-03-02,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-03-03,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-03-06,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-03-07,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-03-08,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-03-09,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-03-10,1.910000,1.920000,1.910000,1.920000,1.902166,3000
2000-03-13,1.920000,1.920000,1.920000,1.920000,1.902166,0
2000-03-14,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-03-15,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-03-16,1.910000,1.910000,1.910000,1.910000,1.892259,2000
2000-03-17,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-03-20,1.960000,1.960000,1.960000,1.960000,1.941795,1000
2000-03-21,1.960000,1.960000,1.960000,1.960000,1.941795,1000
2000-03-22,2.010000,2.010000,2.010000,2.010000,1.991330,2000
2000-03-23,2.200000,2.200000,2.200000,2.200000,2.179566,2000
2000-03-24,2.010000,2.010000,2.010000,2.010000,1.991330,10000
2000-03-27,2.010000,2.010000,2.010000,2.010000,1.991330,2000
2000-03-28,2.010000,2.010000,2.010000,2.010000,1.991330,0
2000-03-29,2.020000,2.020000,2.020000,2.020000,2.001238,1000
2000-03-30,2.010000,2.010000,2.010000,2.010000,1.991330,1000
2000-03-31,2.010000,2.010000,2.010000,2.010000,1.991330,1000
2000-04-03,2.010000,2.010000,2.010000,2.010000,1.991330,5000
2000-04-04,2.010000,2.010000,2.010000,2.010000,1.991330,0
2000-04-05,2.010000,2.020000,2.010000,2.020000,2.001238,2000
2000-04-06,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-07,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-10,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-11,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-12,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-13,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-14,2.020000,2.020000,2.020000,2.020000,2.001238,0
2000-04-17,2.050000,2.050000,2.050000,2.050000,2.030959,2000
2000-04-18,2.110000,2.110000,2.050000,2.050000,2.030959,26000
2000-04-19,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-20,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-21,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-24,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-25,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-26,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-27,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-04-28,2.050000,2.050000,2.050000,2.050000,2.030959,1000
2000-05-01,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-05-02,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-05-03,2.050000,2.050000,2.050000,2.050000,2.030959,0
2000-05-04,2.050000,2.060000,2.050000,2.060000,2.040866,2000
2000-05-05,2.060000,2.060000,2.060000,2.060000,2.040866,0
2000-05-08,2.060000,2.060000,2.060000,2.060000,2.040866,13000
2000-05-09,2.060000,2.060000,2.060000,2.060000,2.040866,0
2000-05-10,2.060000,2.100000,2.060000,2.100000,2.080494,4000
2000-05-11,2.180000,2.180000,2.080000,2.080000,2.060681,6000
2000-05-12,1.910000,1.910000,1.910000,1.910000,1.892259,4000
2000-05-15,1.910000,1.910000,1.910000,1.910000,1.892259,3000
2000-05-16,1.920000,1.920000,1.920000,1.920000,1.902166,3000
2000-05-17,1.920000,1.920000,1.920000,1.920000,1.902166,0
2000-05-18,1.920000,1.920000,1.920000,1.920000,1.902166,0
2000-05-19,1.920000,1.920000,1.920000,1.920000,1.902166,0
2000-05-22,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-05-23,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-05-24,1.950000,1.950000,1.950000,1.950000,1.931888,171000
2000-05-25,1.950000,1.950000,1.950000,1.950000,1.931888,0
2000-05-26,1.950000,1.950000,1.950000,1.950000,1.931888,0
2000-05-29,2.000000,2.000000,2.000000,2.000000,1.981424,1000
2000-05-30,1.910000,1.910000,1.910000,1.910000,1.892259,5000
2000-05-31,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-06-01,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-06-02,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-06-05,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-06-06,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-06-07,1.910000,1.910000,1.910000,1.910000,1.892259,1000
2000-06-08,1.910000,1.910000,1.910000,1.910000,1.892259,0
2000-06-09,1.860000,1.860000,1.860000,1.860000,1.842724,1000
2000-06-12,1.860000,1.860000,1.860000,1.860000,1.842724,2000
2000-06-13,1.860000,1.860000,1.860000,1.860000,1.842724,4000
2000-06-14,1.860000,1.860000,1.860000,1.860000,1.842724,13000
2000-06-15,1.860000,1.860000,1.860000,1.860000,1.842724,5000
2000-06-16,1.860000,1.860000,1.860000,1.860000,1.842724,3000
2000-06-19,1.900000,1.900000,1.860000,1.860000,1.842724,2000
2000-06-20,1.880000,1.880000,1.880000,1.880000,1.862538,3000
2000-06-21,1.880000,1.880000,1.880000,1.880000,1.862538,0
2000-06-22,1.880000,1.880000,1.880000,1.880000,1.862538,0
2000-06-23,1.860000,1.860000,1.860000,1.860000,1.842724,2000
2000-06-26,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-06-27,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-06-28,1.860000,1.860000,1.860000,1.860000,1.842724,3000
2000-06-29,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-06-30,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-03,1.860000,1.860000,1.860000,1.860000,1.842724,3000
2000-07-04,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-05,1.860000,1.860000,1.860000,1.860000,1.842724,3000
2000-07-06,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-07,1.860000,1.860000,1.860000,1.860000,1.842724,1000
2000-07-10,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-11,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-12,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-13,1.870000,1.870000,1.870000,1.870000,1.852631,1000
2000-07-14,1.860000,1.860000,1.860000,1.860000,1.842724,3000
2000-07-17,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-18,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-19,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-20,1.860000,1.860000,1.860000,1.860000,1.842724,1000
2000-07-21,1.860000,1.860000,1.860000,1.860000,1.842724,0
2000-07-24,1.840000,1.840000,1.840000,1.840000,1.822910,1000
2000-07-25,1.830000,1.830000,1.830000,1.830000,1.813003,2000
2000-07-26,1.830000,1.830000,1.830000,1.830000,1.813003,1000
2000-07-27,1.830000,1.830000,1.830000,1.830000,1.813003,2000
2000-07-28,1.830000,1.830000,1.830000,1.830000,1.813003,0
2000-07-31,1.830000,1.830000,1.830000,1.830000,1.813003,1000
2000-08-01,1.830000,1.830000,1.830000,1.830000,1.813003,2000
2000-08-02,1.830000,1.830000,1.830000,1.830000,1.813003,0
2000-08-03,1.840000,1.840000,1.840000,1.840000,1.822910,1000
2000-08-04,1.840000,1.840000,1.840000,1.840000,1.822910,7000
2000-08-07,1.880000,1.880000,1.880000,1.880000,1.862538,1000
2000-08-08,1.890000,1.890000,1.880000,1.880000,1.862538,4000
2000-08-09,1.880000,1.880000,1.880000,1.880000,1.862538,0
2000-08-10,1.960000,1.960000,1.960000,1.960000,1.941795,1000
2000-08-11,1.960000,1.960000,1.960000,1.960000,1.941795,0
2000-08-14,1.970000,1.970000,1.970000,1.970000,1.951702,2000
2000-08-15,1.970000,1.970000,1.970000,1.970000,1.951702,4000
2000-08-16,1.980000,1.980000,1.980000,1.980000,1.961609,4000
2000-08-17,2.050000,2.050000,2.050000,2.050000,2.030959,3000
2000-08-18,2.050000,2.050000,1.970000,1.970000,1.951702,4000
2000-08-21,1.970000,1.970000,1.970000,1.970000,1.951702,0
2000-08-22,1.970000,1.970000,1.970000,1.970000,1.951702,0
2000-08-23,1.970000,1.970000,1.970000,1.970000,1.951702,0
2000-08-24,2.050000,2.050000,2.050000,2.050000,2.030959,3000
2000-08-25,2.100000,2.100000,2.050000,2.050000,2.030959,20000
2000-08-28,2.120000,2.120000,2.120000,2.120000,2.100309,1000
2000-08-29,2.070000,2.070000,2.070000,2.070000,2.050773,1000
2000-08-30,2.060000,2.060000,2.060000,2.060000,2.040866,10000
2000-08-31,2.050000,2.050000,2.050000,2.050000,2.030959,4000
2000-09-01,2.050000,2.050000,2.050000,2.050000,2.030959,2000
2000-09-04,2.060000,2.060000,2.060000,2.060000,2.040866,9000
2000-09-05,2.060000,2.060000,2.060000,2.060000,2.040866,0
2000-09-06,2.060000,2.060000,2.060000,2.060000,2.040866,0
2000-09-07,2.060000,2.060000,2.060000,2.060000,2.040866,0
2000-09-08,1.960000,1.960000,1.960000,1.960000,1.941795,6000
2000-09-11,1.960000,1.960000,1.960000,1.960000,1.941795,0
2000-09-12,1.960000,1.960000,1.960000,1.960000,1.941795,0
2000-09-13,2.050000,2.050000,2.050000,2.050000,2.030959,6000
